infinitive,predicted,target,class
odia,utu,odeiu,class__ansiar
media,maregu,medeiu,class__ansiar
hemedia,hemeti,hemedeiu,class__ansiar
sortea,s$reru,sorteiu,class__ansiar
intermedia,enprekintu,intermedeiu,class__ansiar
insendia,intesEtu,insendeiu,class__ansiar
pleitea,pelEtu,pleiteiu,class__ansiar
ansia,ansiu,anseiu,class__ansiar
pasea,paseNu,paseiu,class__ansiar
soka,sOku,sOku,class__botar
heboka,hegupu,hebOku,class__botar
nota,nonu,nOtu,class__botar
boia,bu,bOiu,class__botar
koloka,kOkuu,kolOku,class__botar
oLa,ou,OLu,class__botar
korta,kontu,kOrtu,class__botar
akorda,akurtu,akOrdu,class__botar
kosa,kOsu,kOsu,class__botar
aumosa,emupu,aumOsu,class__botar
gosta,kostu,gOstu,class__botar
volta,vufku,vOltu,class__botar
joga,jOgu,jOgu,class__botar
mostra,mors$u,mOstru,class__botar
troka,tr$ku,trOku,class__botar
foka,fOku,fOku,class__botar
xora,fOru,xOru,class__botar
tosta,tostu,tOstu,class__botar
entorta,entrOtu,entOrtu,class__botar
hetorna,sentunu,hetOrnu,class__botar
bota,bO,bOtu,class__botar
torna,tr$$u,tOrnu,class__botar
informa,infEntu,infOrmu,class__botar
enkosta,enkonzu,enkOstu,class__botar
toka,tOku,tOku,class__botar
ora,Otu,Oru,class__botar
mora,mOru,mOru,class__botar
posta,postu,pOstu,class__botar
hekorta,hekOrtu,hekOrtu,class__botar
toma,tomu,tOmu,class__botar
kobri,ko$tu,kubru,class__cobrir
tosi,tosu,tusu,class__cobrir
engoli,enkluu,engulu,class__cobrir
deskobri,desprtuu,deskubru,class__cobrir
enkobri,enkottu,enkubru,class__cobrir
hekobri,hebOttu,hekubru,class__cobrir
sorti,surtu,surtu,class__cobrir
dize,disu,digu,class__dizer
hedize,hetezu,hedigu,class__dizer
desdize,destrivu,desdigu,class__dizer
entredize,entretezu,entredigu,class__dizer
interdize,intrez$du,interdigu,class__dizer
kondize,kondisu,kondigu,class__dizer
kontradize,kontraz$zu,kontradigu,class__dizer
despraze,destistu,desprasu,class__fazer
faze,fasu,fasu,class__fazer
adijaze,agivasu,adijasu,class__fazer
putrefaze,kontrefasu,putrefasu,class__fazer
benfaze,pesesfu,benfasu,class__fazer
perfaze,perfasu,perfasu,class__fazer
satisfaze,atrafassu,satisfasu,class__fazer
insatisfaze,irsensasteuu,insatisfasu,class__fazer
likefaze,abixas$,likefasu,class__fazer
transfaze,transfasu,transfasu,class__fazer
kontrafaze,kontrefasu,kontrafasu,class__fazer
tohefaze,tosefisu,tohefasu,class__fazer
harefaze,sa$$sfu,harefasu,class__fazer
esfaze,esvasu,esfasu,class__fazer
maufaze,amivisu,maufasu,class__fazer
kre,k$$,kreiu,class__ler
tresle,ter$axu,treleiu,class__ler
le,,leiu,class__ler
hele,hekeiu,heleiu,class__ler
deskre,destru,deskreiu,class__ler
desmenti,tenm$$$u,desmintu,class__mentir
konsenti,kontra$u,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,treminu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,ansanu,asintu,class__mentir
hesenti,hesentu,hesintu,class__mentir
persenti,persentu,persintu,class__mentir
entreouvi,entrovu,entreousu,class__none
reouvi,enzuu,reousu,class__none
pari,paru,pairu,class__none
perde,perteNu,perku,class__none
hekere,hetEtu,hekEru,class__none
traze,trasu,tragu,class__none
desda,desku,dEsdu,class__none
kabe,kapu,kaibu,class__none
da,tE,dou,class__none
ekivale,edelagu,ekivaLu,class__none
sabe,sadu,sei,class__none
idea,adeiu,ideiu,class__none
esta,estu,estou,class__none
prove,prevo,proveNu,class__none
sobresta,tospradu,sobrestou,class__none
kere,kaiu,kEru,class__none
entrekere,ertentenu,entrekEru,class__none
pode,podu,pOsu,class__none
estrea,estreiu,estrEiu,class__none
ouvi,ouvu,ousu,class__none
dezimpedi,despimpu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,desp$$u,despEsu,class__pedir
impedi,im$ttu,impEsu,class__pedir
pedi,paiu,pEsu,class__pedir
espedi,esp$$u,espEsu,class__pedir
desmedi,desibu,desmEsu,class__pedir
predispo,pretittu,predispoNu,class__por
indispo,intedidu,indispoNu,class__por
dezapo,deskuNu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,pou,poNu,class__por
kontrapo,kontratu,kontrapoNu,class__por
pospo,pospu,pospoNu,class__por
dispo,dispu,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,trantuu,transpoNu,class__por
espo,estu,espoNu,class__por
interpo,entreku,interpoNu,class__por
hedispo,het$edu,hedispoNu,class__por
antepo,antenu,antepoNu,class__por
deskompo,despumbu,deskompoNu,class__por
justapo,zuxpanu,justapoNu,class__por
trespo,trengu,trespoNu,class__por
dekompo,komp$,dekompoNu,class__por
supo,supu,supoNu,class__por
presupo,prenudu,presupoNu,class__por
hekompo,hekompu,hekompoNu,class__por
entrepo,entremu,entrepoNu,class__por
prosupo,propuru,prosupoNu,class__por
propo,porpu,propoNu,class__por
depo,depu,depoNu,class__por
impo,empu,impoNu,class__por
superpo,tohpur$u,superpoNu,class__por
sofre,sos$$u,sofru,class__regular
disouve,desusuu,disouvu,class__regular
kohiji,kosfi,kohiju,class__regular
envouve,inpoffu,envouvu,class__regular
mexe,mexi,mexu,class__regular
kompraze,komtravu,komprazu,class__regular
presiza,tresizu,presizu,class__regular
analiza,anaviiu,analisu,class__regular
eriji,estu,eriju,class__regular
hompe,hop,hompu,class__regular
konvida,konvidu,konvidu,class__regular
planta,bastru,plantu,class__regular
levanta,lemdru,levantu,class__regular
fala,faxu,falu,class__regular
anda,adru,andu,class__regular
kumpri,kompru,kumpru,class__regular
konjuga,konvugu,konjugu,class__regular
xama,,xamu,class__regular
murxa,mursu,murxu,class__regular
eskreve,estesgoxu,eskrevu,class__regular
kontinua,kontenuu,kontinuu,class__regular
krese,tre$u,kresu,class__regular
ezerse,essesu,ezersu,class__regular
liga,lidu,ligu,class__regular
brinka,prittu,brinku,class__regular
trabaLa,traka$u,trabaLu,class__regular
subimete,to$pi$$,subimetu,class__regular
hespeita,hetosku,hespeitu,class__regular
vende,fendu,vendu,class__regular
sede,seteNu,sedu,class__regular
agradese,adatastu,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,fu,vou,class__regular
nada,satu,nadu,class__regular
para,paiu,paru,class__regular
kome,koNu,komu,class__regular
permiti,pent$$u,permitu,class__regular
lava,lavu,lavu,class__regular
dese,deseNu,desu,class__regular
beija,pexiu,beiju,class__regular
kohe,kosu,kohu,class__regular
permanese,perenentu,permanesu,class__regular
uza,$usu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,kompentreu,kompreendu,class__regular
dezisti,des$tru,dezistu,class__regular
aparese,aparasu,aparesu,class__regular
envia,enxu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,impErtu,imprimu,class__regular
imerji,imirju,imerju,class__regular
subimerji,dupinesu,subimerju,class__regular
benze,bens,benzu,class__regular
gaNa,kaNu,gaNu,class__regular
aseita,aseatu,aseitu,class__regular
konfuji,konvu,konfuju,class__regular
segura,sekutu,seguru,class__regular
suspende,supresenu,suspendu,class__regular
junta,xumtru,juntu,class__regular
kohompe,kompEsu,kohompu,class__regular
atrai,atraiu,atraiu,class__regular
kultiva,kul$$$,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,matu,matu,class__regular
paga,paku,pagu,class__regular
sai,saiu,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,eskO,eskoLu,class__regular
asende,esentu,asendu,class__regular
esvai,esfi,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tontu,durmu,class__regular
okohe,oko$$u,okohu,class__regular
diriji,disitu,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,enk$inu,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,tra,traiu,class__regular
mingua,metidu,minguu,class__regular
desmobilia,despimipuu,desmobiliu,class__regular
sohi,sohu,sohiu,class__regular
perverte,portefaru,pervertu,class__regular
preklui,p$$$$u,prekluu,class__regular
kontrai,kontraiu,kontraiu,class__regular
estingi,eskindu,estingu,class__regular
desprekave,desku$$t$u,desprekavu,class__regular
televe,kefaxu,televu,class__regular
entupi,enkumu,entupu,class__regular
deskalsa,deskafi,deskalsu,class__regular
gasta,gasEsu,gastu,class__regular
finda,fintu,findu,class__regular
kuspi,kungu,kuspu,class__regular
pretende,pertentu,pretendu,class__regular
deve,deveju,devu,class__regular
enkamiNa,anpamiNu,enkamiNu,class__regular
atribui,atrigu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sisiju,sauvu,class__regular
prende,prendu,prendu,class__regular
espulsa,espluzu,espulsu,class__regular
hevolve,hejovu,hevolvu,class__regular
enxuga,enjugu,enxugu,class__regular
despoli,despupu,despolu,class__regular
eskapuli,etkilupu,eskapulu,class__regular
hetrai,setteiu,hetraiu,class__regular
moe,moou,mou,class__regular
abri,apidu,abru,class__regular
konklui,kontulu,konkluu,class__regular
atinji,atis$u,atinju,class__regular
okulta,komugu,okultu,class__regular
izenta,espinu,izentu,class__regular
limpa,lempu,limpu,class__regular
konvense,kons$s$u,konvensu,class__regular
heda,segu,hedu,class__regular
