infinitive,predicted,target,class
odia,otu,odeiu,class__ansiar
media,manigu,medeiu,class__ansiar
hemedia,hemeti,hemedeiu,class__ansiar
sortea,soprenu,sorteiu,class__ansiar
intermedia,ent$$atinu,intermedeiu,class__ansiar
insendia,insenteuu,insendeiu,class__ansiar
pleitea,letesu,pleiteiu,class__ansiar
ansia,anasu,anseiu,class__ansiar
pasea,parexu,paseiu,class__ansiar
soka,sOku,sOku,class__botar
heboka,hekupu,hebOku,class__botar
nota,nontu,nOtu,class__botar
boia,buu,bOiu,class__botar
koloka,kol$uu,kolOku,class__botar
oLa,ou,OLu,class__botar
korta,kontru,kOrtu,class__botar
akorda,akurtu,akOrdu,class__botar
kosa,kOsu,kOsu,class__botar
aumosa,im$$u,aumOsu,class__botar
gosta,kostu,gOstu,class__botar
volta,jo$du,vOltu,class__botar
joga,jugu,jOgu,class__botar
mostra,murtu,mOstru,class__botar
troka,truku,trOku,class__botar
foka,fOku,fOku,class__botar
xora,xOru,xOru,class__botar
tosta,tostu,tOstu,class__botar
entorta,entrEku,entOrtu,class__botar
hetorna,hentriu,hetOrnu,class__botar
bota,bOsu,bOtu,class__botar
torna,trnu,tOrnu,class__botar
informa,ins$$u,infOrmu,class__botar
enkosta,enkOstu,enkOstu,class__botar
toka,tOku,tOku,class__botar
ora,oru,Oru,class__botar
mora,mOru,mOru,class__botar
posta,pospi,pOstu,class__botar
hekorta,hetOtru,hekOrtu,class__botar
toma,tOmu,tOmu,class__botar
kobri,komdu,kubru,class__cobrir
tosi,tosu,tusu,class__cobrir
engoli,etkolu,engulu,class__cobrir
deskobri,desprugu,deskubru,class__cobrir
enkobri,enkoptu,enkubru,class__cobrir
hekobri,hekOttu,hekubru,class__cobrir
sorti,sutru,surtu,class__cobrir
dize,dazu,digu,class__dizer
hedize,hezidu,hedigu,class__dizer
desdize,des$s$u,desdigu,class__dizer
entredize,entretesu,entredigu,class__dizer
interdize,interteze,interdigu,class__dizer
kondize,kont$su,kondigu,class__dizer
kontradize,kontrasadu,kontradigu,class__dizer
despraze,testravi,desprasu,class__fazer
faze,fasu,fasu,class__fazer
adijaze,adivaru,adijasu,class__fazer
putrefaze,p$rfesfi,putrefasu,class__fazer
benfaze,pesfasu,benfasu,class__fazer
perfaze,perfasu,perfasu,class__fazer
satisfaze,adisesfau,satisfasu,class__fazer
insatisfaze,insensetesiu,insatisfasu,class__fazer
likefaze,abivesu,likefasu,class__fazer
transfaze,tranfazu,transfasu,class__fazer
kontrafaze,kontravasu,kontrafasu,class__fazer
tohefaze,sospefaxu,tohefasu,class__fazer
harefaze,sesas$,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,am$vasu,maufasu,class__fazer
kre,kEru,kreiu,class__ler
tresle,ter$$lu,treleiu,class__ler
le,,leiu,class__ler
hele,he$,heleiu,class__ler
deskre,destru,deskreiu,class__ler
desmenti,despremu,desmintu,class__mentir
konsenti,kons$ntu,konsintu,class__mentir
senti,sintu,sintu,class__mentir
presenti,tersenu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,asintu,asintu,class__mentir
hesenti,heseriu,hesintu,class__mentir
persenti,pertentu,persintu,class__mentir
entreouvi,entrevuju,entreousu,class__none
reouvi,er$uju,reousu,class__none
pari,paru,pairu,class__none
perde,perteNu,perku,class__none
hekere,hetetu,hekEru,class__none
traze,trasi,tragu,class__none
desda,desdu,dEsdu,class__none
kabe,kapu,kaibu,class__none
da,teu,dou,class__none
ekivale,agilixu,ekivaLu,class__none
sabe,sadu,sei,class__none
idea,adiiu,ideiu,class__none
esta,estu,estou,class__none
prove,prevu,proveNu,class__none
sobresta,sozp$ri,sobrestou,class__none
kere,kreiu,kEru,class__none
entrekere,entreeteiu,entrekEru,class__none
pode,potu,pOsu,class__none
estrea,estraiu,estrEiu,class__none
ouvi,o$uvu,ousu,class__none
dezimpedi,desp$$pu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,despudu,despEsu,class__pedir
impedi,amibu,impEsu,class__pedir
pedi,p$u,pEsu,class__pedir
espedi,espitu,espEsu,class__pedir
desmedi,desendu,desmEsu,class__pedir
predispo,pret$$tu,predispoNu,class__por
indispo,inkondi,indispoNu,class__por
dezapo,despenu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,pou,poNu,class__por
kontrapo,kontratu,kontrapoNu,class__por
pospo,ponpu,pospoNu,class__por
dispo,desku,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,trandu,transpoNu,class__por
espo,estu,espoNu,class__por
interpo,entreku,interpoNu,class__por
hedispo,hedesiu,hedispoNu,class__por
antepo,enk$$,antepoNu,class__por
deskompo,tespumtu,deskompoNu,class__por
justapo,hezumtu,justapoNu,class__por
trespo,tretu,trespoNu,class__por
dekompo,tospumu,dekompoNu,class__por
supo,somu,supoNu,class__por
presupo,pretupu,presupoNu,class__por
hekompo,heppupu,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,propunu,prosupoNu,class__por
propo,porpu,propoNu,class__por
depo,depu,depoNu,class__por
impo,memu,impoNu,class__por
superpo,soptutu,superpoNu,class__por
sofre,sos$,sofru,class__regular
disouve,desusuu,disouvu,class__regular
kohiji,kosxu,kohiju,class__regular
envouve,envouzu,envouvu,class__regular
mexe,mexi,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presfisu,presizu,class__regular
analiza,a$$lisu,analisu,class__regular
eriji,entiu,eriju,class__regular
hompe,hopeNu,hompu,class__regular
konvida,konvisu,konvidu,class__regular
planta,pantru,plantu,class__regular
levanta,lef$ndu,levantu,class__regular
fala,fliu,falu,class__regular
anda,antu,andu,class__regular
kumpri,kumpru,kumpru,class__regular
konjuga,konvugu,konjugu,class__regular
xama,limu,xamu,class__regular
murxa,mus$u,murxu,class__regular
eskreve,estes$ju,eskrevu,class__regular
kontinua,kontriuu,kontinuu,class__regular
krese,tra$u,kresu,class__regular
ezerse,estesu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,pratiu,brinku,class__regular
trabaLa,karatu,trabaLu,class__regular
subimete,hepurpiNu,subimetu,class__regular
hespeita,het$itiu,hespeitu,class__regular
vende,sez,vendu,class__regular
sede,seteu,sedu,class__regular
agradese,atratriu,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,vu,vou,class__regular
nada,nazu,nadu,class__regular
para,paru,paru,class__regular
kome,koNu,komu,class__regular
permiti,pentu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,dese,desu,class__regular
beija,paiju,beiju,class__regular
kohe,kosu,kohu,class__regular
permanese,perenesu,permanesu,class__regular
uza,su,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,komprentu,kompreendu,class__regular
dezisti,desiz,dezistu,class__regular
aparese,apreasu,aparesu,class__regular
envia,esfu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,impripu,imprimu,class__regular
imerji,im$$sxu,imerju,class__regular
subimerji,subi$$esu,subimerju,class__regular
benze,penzeNu,benzu,class__regular
gaNa,kaNu,gaNu,class__regular
aseita,aseitu,aseitu,class__regular
konfuji,konvuxu,konfuju,class__regular
segura,siguru,seguru,class__regular
suspende,sobintenu,suspendu,class__regular
junta,xundu,juntu,class__regular
kohompe,kompo$,kohompu,class__regular
atrai,atra$u,atraiu,class__regular
kultiva,komjizu,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,mati,matu,class__regular
paga,pagu,pagu,class__regular
sai,sii,saiu,class__regular
bate,baadu,batu,class__regular
eskoLe,eskO,eskoLu,class__regular
asende,asendu,asendu,class__regular
esvai,esfasu,esvaiu,class__regular
destrui,testruu,destruu,class__regular
dormi,duntu,durmu,class__regular
