infinitive,predicted,target,class
odia,otuu,odeiu,class__ansiar
media,menidu,medeiu,class__ansiar
hemedia,hemedeiu,hemedeiu,class__ansiar
sortea,sotreeuu,sorteiu,class__ansiar
intermedia,intendeiku,intermedeiu,class__ansiar
insendia,inten$,insendeiu,class__ansiar
pleitea,peleigu,pleiteiu,class__ansiar
ansia,anasu,anseiu,class__ansiar
pasea,pareiu,paseiu,class__ansiar
soka,sOku,sOku,class__botar
heboka,hegubu,hebOku,class__botar
nota,nOtu,nOtu,class__botar
boia,puu,bOiu,class__botar
koloka,kolkuu,kolOku,class__botar
oLa,ou,OLu,class__botar
korta,kontru,kOrtu,class__botar
akorda,akordu,akOrdu,class__botar
kosa,kohu,kOsu,class__botar
aumosa,in$u,aumOsu,class__botar
gosta,kostu,gOstu,class__botar
volta,juxku,vOltu,class__botar
joga,xOgu,jOgu,class__botar
mostra,mort$u,mOstru,class__botar
troka,trOku,trOku,class__botar
foka,fOku,fOku,class__botar
xora,xOru,xOru,class__botar
tosta,tOstu,tOstu,class__botar
entorta,entretu,entOrtu,class__botar
hetorna,sentOru,hetOrnu,class__botar
bota,bOu,bOtu,class__botar
torna,tr$uu,tOrnu,class__botar
informa,unsenku,infOrmu,class__botar
enkosta,enkontu,enkOstu,class__botar
toka,tOtu,tOku,class__botar
ora,$$u,Oru,class__botar
mora,mOru,mOru,class__botar
posta,postu,pOstu,class__botar
hekorta,hekOtru,hekOrtu,class__botar
toma,tumu,tOmu,class__botar
kobri,kongu,kubru,class__cobrir
tosi,tOsu,tusu,class__cobrir
engoli,enkulu,engulu,class__cobrir
deskobri,desprugu,deskubru,class__cobrir
enkobri,enkOttu,enkubru,class__cobrir
hekobri,hepOkuu,hekubru,class__cobrir
sorti,sutreu,surtu,class__cobrir
dize,dizu,digu,class__dizer
hedize,hedesu,hedigu,class__dizer
desdize,deskrizu,desdigu,class__dizer
entredize,entretizu,entredigu,class__dizer
interdize,intertevisu,interdigu,class__dizer
kondize,kontizu,kondigu,class__dizer
kontradize,kontrasizu,kontradigu,class__dizer
despraze,destrefu,desprasu,class__fazer
faze,fasu,fasu,class__fazer
adijaze,adivesu,adijasu,class__fazer
putrefaze,posprafasu,putrefasu,class__fazer
benfaze,pesfasu,benfasu,class__fazer
perfaze,perfezu,perfasu,class__fazer
satisfaze,as$$sasu,satisfasu,class__fazer
insatisfaze,inseretevaxu,insatisfasu,class__fazer
likefaze,ejixasu,likefasu,class__fazer
transfaze,transfasu,transfasu,class__fazer
kontrafaze,kontrevasu,kontrafasu,class__fazer
tohefaze,tof$effu,tohefasu,class__fazer
harefaze,senasfisu,harefasu,class__fazer
esfaze,esviru,esfasu,class__fazer
maufaze,amuvesu,maufasu,class__fazer
kre,kreNu,kreiu,class__ler
tresle,tretexu,treleiu,class__ler
le,$elu,leiu,class__ler
hele,he,heleiu,class__ler
deskre,deskru,deskreiu,class__ler
desmenti,desmintu,desmintu,class__mentir
konsenti,kontrenu,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,pren$tu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,ansentu,asintu,class__mentir
hesenti,heseni,hesintu,class__mentir
persenti,presentu,persintu,class__mentir
entreouvi,entrevuu,entreousu,class__none
reouvi,entuju,reousu,class__none
pari,paru,pairu,class__none
perde,perteNu,perku,class__none
hekere,heperu,hekEru,class__none
traze,trasu,tragu,class__none
desda,desgu,dEsdu,class__none
kabe,kapu,kaibu,class__none
da,deu,dou,class__none
ekivale,edeliju,ekivaLu,class__none
sabe,sapu,sei,class__none
idea,adeiu,ideiu,class__none
esta,estu,estou,class__none
prove,provu,proveNu,class__none
sobresta,zospentu,sobrestou,class__none
kere,keru,kEru,class__none
entrekere,enteret$u,entrekEru,class__none
pode,podu,pOsu,class__none
estrea,estreeu,estrEiu,class__none
ouvi,o$ufu,ousu,class__none
dezimpedi,despipitu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,despitu,despEsu,class__pedir
impedi,mimpiu,impEsu,class__pedir
pedi,pEuu,pEsu,class__pedir
espedi,espitu,espEsu,class__pedir
desmedi,des$$,desmEsu,class__pedir
predispo,brenpenu,predispoNu,class__por
indispo,int$$tu,indispoNu,class__por
dezapo,desetu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,pou,poNu,class__por
kontrapo,kontratu,kontrapoNu,class__por
pospo,pospu,pospoNu,class__por
dispo,dispu,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,trant$u,transpoNu,class__por
espo,espu,espoNu,class__por
interpo,entonteNu,interpoNu,class__por
hedispo,heteziu,hedispoNu,class__por
antepo,entenku,antepoNu,class__por
deskompo,deskombu,deskompoNu,class__por
justapo,zupit$u,justapoNu,class__por
trespo,trengu,trespoNu,class__por
dekompo,de$kumu,dekompoNu,class__por
supo,supu,supoNu,class__por
presupo,pre$$u,presupoNu,class__por
hekompo,hekompu,hekompoNu,class__por
entrepo,entreku,entrepoNu,class__por
prosupo,pro$$ut,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,depu,depoNu,class__por
impo,$omu,impoNu,class__por
superpo,top,superpoNu,class__por
sofre,sos,sofru,class__regular
disouve,desufuu,disouvu,class__regular
kohiji,kosfiu,kohiju,class__regular
envouve,enfexuzu,envouvu,class__regular
mexe,mexi,mexu,class__regular
kompraze,konbir,komprazu,class__regular
presiza,presizu,presizu,class__regular
analiza,anil$,analisu,class__regular
eriji,enxu,eriju,class__regular
hompe,hopomu,hompu,class__regular
konvida,konvitu,konvidu,class__regular
planta,p$$ti,plantu,class__regular
levanta,la$ssi,levantu,class__regular
fala,falu,falu,class__regular
anda,atru,andu,class__regular
kumpri,kompru,kumpru,class__regular
konjuga,konjugu,konjugu,class__regular
xama,$alu,xamu,class__regular
murxa,mussu,murxu,class__regular
eskreve,estreveju,eskrevu,class__regular
kontinua,konntiuu,kontinuu,class__regular
krese,tre$u,kresu,class__regular
ezerse,esseru,ezersu,class__regular
liga,lEdu,ligu,class__regular
brinka,preti,brinku,class__regular
trabaLa,branku,trabaLu,class__regular
subimete,defimpru,subimetu,class__regular
hespeita,heperetu,hespeitu,class__regular
vende,hedenu,vendu,class__regular
sede,setu,sedu,class__regular
agradese,katEsdu,agradesu,class__regular
koNese,kone$u,koNesu,class__regular
voa,vu,vou,class__regular
nada,natu,nadu,class__regular
para,paiu,paru,class__regular
kome,komu,komu,class__regular
permiti,pentinu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,des,desu,class__regular
beija,beiju,beiju,class__regular
kohe,kosu,kohu,class__regular
permanese,peresentu,permanesu,class__regular
uza,$uzu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,konpantriu,kompreendu,class__regular
dezisti,desfiru,dezistu,class__regular
aparese,aprefenu,aparesu,class__regular
envia,enfuu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,impremu,imprimu,class__regular
imerji,im$$su,imerju,class__regular
subimerji,$$pum$$,subimerju,class__regular
benze,benzu,benzu,class__regular
gaNa,ka,gaNu,class__regular
aseita,asiti,aseitu,class__regular
konfuji,konfusu,konfuju,class__regular
segura,setuku,seguru,class__regular
suspende,sob$rentu,suspendu,class__regular
junta,jumtu,juntu,class__regular
kohompe,kompEsu,kohompu,class__regular
atrai,atriiu,atraiu,class__regular
kultiva,kuplidu,kultivu,class__regular
eskuta,eskudu,eskutu,class__regular
mata,matu,matu,class__regular
paga,pagu,pagu,class__regular
sai,sii,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,esko,eskoLu,class__regular
asende,an$tenu,asendu,class__regular
esvai,esfisu,esvaiu,class__regular
destrui,distriu,destruu,class__regular
