infinitive,predicted,target,class
odia,$nuu,odeiu,class__ansiar
media,mengu,medeiu,class__ansiar
hemedia,he$piinu,hemedeiu,class__ansiar
sortea,sontreu,sorteiu,class__ansiar
intermedia,entrepentu,intermedeiu,class__ansiar
insendia,intenediu,insendeiu,class__ansiar
pleitea,pelatuu,pleiteiu,class__ansiar
ansia,anasu,anseiu,class__ansiar
pasea,pareiu,paseiu,class__ansiar
soka,sOku,sOku,class__botar
heboka,hekubu,hebOku,class__botar
nota,nOru,nOtu,class__botar
boia,pulu,bOiu,class__botar
koloka,kolku,kolOku,class__botar
oLa,,OLu,class__botar
korta,kortu,kOrtu,class__botar
akorda,akurdu,akOrdu,class__botar
kosa,kOsu,kOsu,class__botar
aumosa,inum$u,aumOsu,class__botar
gosta,gostu,gOstu,class__botar
volta,vul$,vOltu,class__botar
joga,jogu,jOgu,class__botar
mostra,morstiu,mOstru,class__botar
troka,trOku,trOku,class__botar
foka,fOku,fOku,class__botar
xora,fOru,xOru,class__botar
tosta,tostu,tOstu,class__botar
entorta,entrEku,entOrtu,class__botar
hetorna,hentruu,hetOrnu,class__botar
bota,bOsu,bOtu,class__botar
torna,tronu,tOrnu,class__botar
informa,insindu,infOrmu,class__botar
enkosta,enkOrtu,enkOstu,class__botar
toka,tOku,tOku,class__botar
ora,onu,Oru,class__botar
mora,mOru,mOru,class__botar
posta,postu,pOstu,class__botar
hekorta,hekOttu,hekOrtu,class__botar
toma,tomu,tOmu,class__botar
kobri,komdu,kubru,class__cobrir
tosi,tosu,tusu,class__cobrir
engoli,etkulu,engulu,class__cobrir
deskobri,deskrOku,deskubru,class__cobrir
enkobri,enkuttu,enkubru,class__cobrir
hekobri,hekOkru,hekubru,class__cobrir
sorti,sondu,surtu,class__cobrir
dize,dizu,digu,class__dizer
hedize,hesizu,hedigu,class__dizer
desdize,dest$su,desdigu,class__dizer
entredize,entretezu,entredigu,class__dizer
interdize,interzevu,interdigu,class__dizer
kondize,kondezu,kondigu,class__dizer
kontradize,kontrasidu,kontradigu,class__dizer
despraze,deskrazu,desprasu,class__fazer
faze,fasu,fasu,class__fazer
adijaze,adivasu,adijasu,class__fazer
putrefaze,pons$ss$u,putrefasu,class__fazer
benfaze,pesfasu,benfasu,class__fazer
perfaze,pervasu,perfasu,class__fazer
satisfaze,sasisasu,satisfasu,class__fazer
insatisfaze,insesessezu,insatisfasu,class__fazer
likefaze,ijEkxxu,likefasu,class__fazer
transfaze,tressasu,transfasu,class__fazer
kontrafaze,kontrafazu,kontrafasu,class__fazer
tohefaze,to$$ezexu,tohefasu,class__fazer
harefaze,senzesu,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,masifxu,maufasu,class__fazer
kre,kre,kreiu,class__ler
tresle,tre$eju,treleiu,class__ler
le,$lu,leiu,class__ler
hele,he$elu,heleiu,class__ler
deskre,destru,deskreiu,class__ler
desmenti,desmintu,desmintu,class__mentir
konsenti,konsintu,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,prenesu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,estinu,asintu,class__mentir
hesenti,hesentu,hesintu,class__mentir
persenti,pertentu,persintu,class__mentir
entreouvi,entorvilu,entreousu,class__none
reouvi,$ruuju,reousu,class__none
pari,paru,pairu,class__none
perde,perti,perku,class__none
hekere,hete$u,hekEru,class__none
traze,trasu,tragu,class__none
desda,dezku,dEsdu,class__none
kabe,kapu,kaibu,class__none
da,deu,dou,class__none
ekivale,akileju,ekivaLu,class__none
sabe,sedu,sei,class__none
idea,edeiu,ideiu,class__none
esta,estu,estou,class__none
prove,prevu,proveNu,class__none
sobresta,hetprEtu,sobrestou,class__none
kere,keru,kEru,class__none
entrekere,entreeteiu,entrekEru,class__none
pode,pot,pOsu,class__none
estrea,estreiu,estrEiu,class__none
ouvi,o$uju,ousu,class__none
dezimpedi,desembutu,dezimpEsu,class__pedir
medi,metu,mEsu,class__pedir
despedi,despitu,despEsu,class__pedir
impedi,imid$u,impEsu,class__pedir
pedi,pEtu,pEsu,class__pedir
espedi,espripu,espEsu,class__pedir
desmedi,deskitu,desmEsu,class__pedir
predispo,pretistu,predispoNu,class__por
indispo,into$deu,indispoNu,class__por
dezapo,detexu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,pou,poNu,class__por
kontrapo,kontraku,kontrapoNu,class__por
pospo,pospu,pospoNu,class__por
dispo,duspu,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,trendiu,transpoNu,class__por
espo,enzu,espoNu,class__por
interpo,entrebu,interpoNu,class__por
hedispo,heto$$u,hedispoNu,class__por
antepo,amtrei,antepoNu,class__por
deskompo,despupu,deskompoNu,class__por
justapo,suhpEtu,justapoNu,class__por
trespo,tren$u,trespoNu,class__por
dekompo,koppenu,dekompoNu,class__por
supo,sumu,supoNu,class__por
presupo,prenku,presupoNu,class__por
hekompo,hepOppu,hekompoNu,class__por
