infinitive,predicted,target,class
odia,$kuu,odeiu,class__ansiar
media,mateiu,medeiu,class__ansiar
hemedia,hepentu,hemedeiu,class__ansiar
sortea,sOtreiu,sorteiu,class__ansiar
intermedia,entremedu,intermedeiu,class__ansiar
insendia,insentiu,insendeiu,class__ansiar
pleitea,peliteNu,pleiteiu,class__ansiar
ansia,anisu,anseiu,class__ansiar
pasea,parexu,paseiu,class__ansiar
soka,sOku,sOku,class__botar
heboka,hekubu,hebOku,class__botar
nota,nOtu,nOtu,class__botar
boia,peuu,bOiu,class__botar
koloka,kOkulu,kolOku,class__botar
oLa,o,OLu,class__botar
korta,kontu,kOrtu,class__botar
akorda,akurtu,akOrdu,class__botar
kosa,kOsu,kOsu,class__botar
aumosa,imisu,aumOsu,class__botar
gosta,kostu,gOstu,class__botar
volta,vultu,vOltu,class__botar
joga,jugu,jOgu,class__botar
mostra,$ort$u,mOstru,class__botar
troka,truku,trOku,class__botar
foka,fOku,fOku,class__botar
xora,hutu,xOru,class__botar
tosta,tostu,tOstu,class__botar
entorta,entrEtu,entOrtu,class__botar
hetorna,heturnu,hetOrnu,class__botar
bota,bOtu,bOtu,class__botar
torna,tOru,tOrnu,class__botar
informa,inm$$$u,infOrmu,class__botar
enkosta,etkos$u,enkOstu,class__botar
toka,tOku,tOku,class__botar
ora,$Oru,Oru,class__botar
mora,mOru,mOru,class__botar
posta,kostu,pOstu,class__botar
hekorta,hekOrtu,hekOrtu,class__botar
toma,pOnu,tOmu,class__botar
kobri,komdu,kubru,class__cobrir
tosi,tosu,tusu,class__cobrir
engoli,etkolu,engulu,class__cobrir
deskobri,deskrugu,deskubru,class__cobrir
enkobri,enkOttu,enkubru,class__cobrir
hekobri,hepOttu,hekubru,class__cobrir
sorti,sutr,surtu,class__cobrir
dize,dizu,digu,class__dizer
hedize,hezidu,hedigu,class__dizer
desdize,deskrixu,desdigu,class__dizer
entredize,entretesu,entredigu,class__dizer
interdize,interdevi,interdigu,class__dizer
kondize,kons$su,kondigu,class__dizer
kontradize,kontrafasu,kontradigu,class__dizer
despraze,desprevu,desprasu,class__fazer
faze,fasu,fasu,class__fazer
adijaze,adivasu,adijasu,class__fazer
putrefaze,ponstasfu,putrefasu,class__fazer
benfaze,besizu,benfasu,class__fazer
perfaze,perfasu,perfasu,class__fazer
satisfaze,adisesf,satisfasu,class__fazer
insatisfaze,insi$esevesu,insatisfasu,class__fazer
likefaze,labess$u,likefasu,class__fazer
transfaze,trasssavu,transfasu,class__fazer
kontrafaze,kontresazu,kontrafasu,class__fazer
tohefaze,tos$efu,tohefasu,class__fazer
harefaze,heass$,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,imizisu,maufasu,class__fazer
kre,kEru,kreiu,class__ler
tresle,tre$esu,treleiu,class__ler
le,$$eu,leiu,class__ler
hele,he$$u,heleiu,class__ler
deskre,desdru,deskreiu,class__ler
desmenti,despantu,desmintu,class__mentir
konsenti,konsantu,konsintu,class__mentir
senti,sintu,sintu,class__mentir
presenti,pren$su,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,asintu,asintu,class__mentir
hesenti,hesteiu,hesintu,class__mentir
persenti,persentu,persintu,class__mentir
entreouvi,ento$fuu,entreousu,class__none
reouvi,enkuxu,reousu,class__none
pari,paru,pairu,class__none
perde,perte,perku,class__none
hekere,hetetu,hekEru,class__none
traze,trasu,tragu,class__none
desda,desgu,dEsdu,class__none
kabe,kapu,kaibu,class__none
da,di,dou,class__none
ekivale,atixexu,ekivaLu,class__none
sabe,sagu,sei,class__none
idea,adi,ideiu,class__none
esta,estu,estou,class__none
prove,provu,proveNu,class__none
sobresta,tosprezu,sobrestou,class__none
kere,keeuu,kEru,class__none
entrekere,entreteriu,entrekEru,class__none
pode,pobu,pOsu,class__none
estrea,estraiu,estrEiu,class__none
ouvi,ouvu,ousu,class__none
dezimpedi,des$$$pu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,deskudu,despEsu,class__pedir
impedi,emibu,impEsu,class__pedir
pedi,peuu,pEsu,class__pedir
espedi,eskidu,espEsu,class__pedir
desmedi,despinu,desmEsu,class__pedir
predispo,pretenu,predispoNu,class__por
indispo,intut$u,indispoNu,class__por
dezapo,despi,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,peuu,poNu,class__por
kontrapo,kontrapu,kontrapoNu,class__por
pospo,pospu,pospoNu,class__por
dispo,dispu,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,trr$tou,transpoNu,class__por
espo,otou,espoNu,class__por
interpo,entregu,interpoNu,class__por
hedispo,hetkenu,hedispoNu,class__por
antepo,antenu,antepoNu,class__por
deskompo,despumpu,deskompoNu,class__por
justapo,zup$esu,justapoNu,class__por
trespo,tretu,trespoNu,class__por
dekompo,totopu,dekompoNu,class__por
supo,sopu,supoNu,class__por
presupo,prenudu,presupoNu,class__por
hekompo,hekup$u,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,propusu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,depu,depoNu,class__por
impo,memu,impoNu,class__por
superpo,$oprOtu,superpoNu,class__por
sofre,sostu,sofru,class__regular
disouve,desuju,disouvu,class__regular
kohiji,kosfu,kohiju,class__regular
envouve,entufu,envouvu,class__regular
mexe,mexu,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,prefisu,presizu,class__regular
analiza,a$aziu,analisu,class__regular
eriji,arsuu,eriju,class__regular
hompe,hepo,hompu,class__regular
konvida,konvidu,konvidu,class__regular
planta,b$$$tu,plantu,class__regular
