infinitive,predicted,target,class
odia,otuu,odeiu,class__ansiar
media,mateuu,medeiu,class__ansiar
hemedia,heme$$,hemedeiu,class__ansiar
sortea,soreteiu,sorteiu,class__ansiar
intermedia,intet$eteNu,intermedeiu,class__ansiar
insendia,insentiiu,insendeiu,class__ansiar
pleitea,pele$iu,pleiteiu,class__ansiar
ansia,ansiu,anseiu,class__ansiar
pasea,pareiu,paseiu,class__ansiar
soka,sOku,sOku,class__botar
heboka,hegupu,hebOku,class__botar
nota,nonu,nOtu,class__botar
boia,pu,bOiu,class__botar
koloka,kolku,kolOku,class__botar
oLa,ouu,OLu,class__botar
korta,kortu,kOrtu,class__botar
akorda,akrEdu,akOrdu,class__botar
kosa,kOsu,kOsu,class__botar
aumosa,in$u,aumOsu,class__botar
gosta,gostu,gOstu,class__botar
volta,fu,vOltu,class__botar
joga,jugu,jOgu,class__botar
mostra,,mOstru,class__botar
troka,triku,trOku,class__botar
foka,fOku,fOku,class__botar
xora,xur,xOru,class__botar
tosta,tossu,tOstu,class__botar
entorta,entrEtu,entOrtu,class__botar
hetorna,sentOru,hetOrnu,class__botar
bota,bOtu,bOtu,class__botar
torna,tr$$u,tOrnu,class__botar
informa,infEru,infOrmu,class__botar
enkosta,enkostu,enkOstu,class__botar
toka,tOku,tOku,class__botar
ora,$$u,Oru,class__botar
mora,mOru,mOru,class__botar
posta,pOstu,pOstu,class__botar
hekorta,hekOrtu,hekOrtu,class__botar
toma,tomu,tOmu,class__botar
kobri,kot$u,kubru,class__cobrir
tosi,tosu,tusu,class__cobrir
engoli,enkluu,engulu,class__cobrir
deskobri,deskOttu,deskubru,class__cobrir
enkobri,etkundu,enkubru,class__cobrir
hekobri,hekuttu,hekubru,class__cobrir
sorti,surtu,surtu,class__cobrir
dize,dizu,digu,class__dizer
hedize,hedizu,hedigu,class__dizer
desdize,des$rzu,desdigu,class__dizer
entredize,entretezu,entredigu,class__dizer
interdize,intre$$zu,interdigu,class__dizer
kondize,kons$tu,kondigu,class__dizer
kontradize,kontratizu,kontradigu,class__dizer
despraze,destrei,desprasu,class__fazer
faze,fasu,fasu,class__fazer
adijaze,adifasu,adijasu,class__fazer
putrefaze,kontrafisu,putrefasu,class__fazer
benfaze,pesfasu,benfasu,class__fazer
perfaze,perfasu,perfasu,class__fazer
satisfaze,satisfazu,satisfasu,class__fazer
insatisfaze,insesesezesu,insatisfasu,class__fazer
likefaze,leves$u,likefasu,class__fazer
transfaze,transfasu,transfasu,class__fazer
kontrafaze,kontrasazu,kontrafasu,class__fazer
tohefaze,tof$$$fu,tohefasu,class__fazer
harefaze,serfasu,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,amuffasu,maufasu,class__fazer
kre,tEru,kreiu,class__ler
tresle,trenju,treleiu,class__ler
le,leiu,leiu,class__ler
hele,he$euu,heleiu,class__ler
deskre,destru,deskreiu,class__ler
desmenti,denpinxu,desmintu,class__mentir
konsenti,kontentu,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,tens$$,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,asintu,asintu,class__mentir
hesenti,hesentu,hesintu,class__mentir
persenti,perntru,persintu,class__mentir
entreouvi,entrovi,entreousu,class__none
reouvi,etusu,reousu,class__none
pari,paru,pairu,class__none
perde,perteNu,perku,class__none
hekere,heketu,hekEru,class__none
traze,trasi,tragu,class__none
desda,desgu,dEsdu,class__none
kabe,kapu,kaibu,class__none
da,teuu,dou,class__none
ekivale,ezekilu,ekivaLu,class__none
sabe,sapu,sei,class__none
idea,adeiu,ideiu,class__none
esta,estu,estou,class__none
prove,prefu,proveNu,class__none
sobresta,soptrezu,sobrestou,class__none
kere,keiu,kEru,class__none
entrekere,entreentu,entrekEru,class__none
pode,podu,pOsu,class__none
estrea,estreeu,estrEiu,class__none
ouvi,ouvu,ousu,class__none
dezimpedi,despingu,dezimpEsu,class__pedir
medi,mitu,mEsu,class__pedir
despedi,despidu,despEsu,class__pedir
impedi,imabru,impEsu,class__pedir
pedi,peuu,pEsu,class__pedir
espedi,esp$$u,espEsu,class__pedir
desmedi,despinu,desmEsu,class__pedir
predispo,predos$u,predispoNu,class__por
indispo,int$$pu,indispoNu,class__por
dezapo,despeNu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,pou,poNu,class__por
kontrapo,kontra$u,kontrapoNu,class__por
pospo,ponju,pospoNu,class__por
dispo,dispu,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,trend$u,transpoNu,class__por
espo,espo,espoNu,class__por
interpo,intentu,interpoNu,class__por
hedispo,hedesgu,hedispoNu,class__por
antepo,enteNu,antepoNu,class__por
deskompo,despupru,deskompoNu,class__por
justapo,zispinu,justapoNu,class__por
trespo,treneuu,trespoNu,class__por
dekompo,de$pupu,dekompoNu,class__por
supo,sup,supoNu,class__por
presupo,pretu,presupoNu,class__por
hekompo,hepuppu,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,proku,prosupoNu,class__por
propo,prupu,propoNu,class__por
depo,de$u,depoNu,class__por
impo,mum,impoNu,class__por
superpo,hemutru,superpoNu,class__por
sofre,sos$i,sofru,class__regular
disouve,desu,disouvu,class__regular
kohiji,kosxu,kohiju,class__regular
envouve,envo,envouvu,class__regular
mexe,mexu,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presisu,presizu,class__regular
analiza,anaxi,analisu,class__regular
eriji,ensuu,eriju,class__regular
hompe,sompeNu,hompu,class__regular
konvida,konvitu,konvidu,class__regular
planta,pa$tru,plantu,class__regular
levanta,xe$dru,levantu,class__regular
fala,falu,falu,class__regular
anda,antu,andu,class__regular
kumpri,komtru,kumpru,class__regular
konjuga,konvuku,konjugu,class__regular
xama,xa,xamu,class__regular
murxa,mus$,murxu,class__regular
eskreve,ettesvolu,eskrevu,class__regular
kontinua,kontenuu,kontinuu,class__regular
krese,kre$u,kresu,class__regular
ezerse,esersu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,tratu,brinku,class__regular
trabaLa,tara$iu,trabaLu,class__regular
subimete,hemupreiu,subimetu,class__regular
hespeita,hepesE,hespeitu,class__regular
vende,vendu,vendu,class__regular
sede,seteNu,sedu,class__regular
agradese,atragasu,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,vu,vou,class__regular
nada,$atu,nadu,class__regular
para,paiu,paru,class__regular
kome,komu,komu,class__regular
permiti,pentinu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,desi,desu,class__regular
beija,bexi,beiju,class__regular
kohe,kohiu,kohu,class__regular
permanese,perensenu,permanesu,class__regular
uza,$usu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,kompartenu,kompreendu,class__regular
dezisti,desidru,dezistu,class__regular
aparese,akraazu,aparesu,class__regular
envia,ensuu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,imp$$,imprimu,class__regular
imerji,em$riju,imerju,class__regular
subimerji,,subimerju,class__regular
benze,bensu,benzu,class__regular
gaNa,kaNu,gaNu,class__regular
aseita,ateitu,aseitu,class__regular
konfuji,konxuju,konfuju,class__regular
segura,s$ku,seguru,class__regular
suspende,suttenbu,suspendu,class__regular
junta,xundu,juntu,class__regular
kohompe,kompohu,kohompu,class__regular
atrai,atraiu,atraiu,class__regular
kultiva,ku,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,matu,matu,class__regular
paga,pagu,pagu,class__regular
sai,seiu,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,etko,eskoLu,class__regular
asende,antenu,asendu,class__regular
esvai,eziju,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tontu,durmu,class__regular
okohe,okoxu,okohu,class__regular
diriji,disiru,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,entrimu,esprimu,class__regular
farta,farti,fartu,class__regular
trai,triiu,traiu,class__regular
mingua,mupinu,minguu,class__regular
desmobilia,denxempuuu,desmobiliu,class__regular
sohi,suxu,sohiu,class__regular
perverte,persestu,pervertu,class__regular
preklui,prekulu,prekluu,class__regular
kontrai,kontraiu,kontraiu,class__regular
estingi,estitu,estingu,class__regular
desprekave,deskrefatu,desprekavu,class__regular
televe,peseju,televu,class__regular
entupi,enkutu,entupu,class__regular
deskalsa,des$atu,deskalsu,class__regular
gasta,gantu,gastu,class__regular
finda,fintu,findu,class__regular
kuspi,kusku,kuspu,class__regular
pretende,pretendu,pretendu,class__regular
deve,deveju,devu,class__regular
enkamiNa,enk$amu,enkamiNu,class__regular
atribui,atriduu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sisisu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,end$$lu,espulsu,class__regular
hevolve,hevol$xu,hevolvu,class__regular
enxuga,enzugu,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,eskapuu,eskapulu,class__regular
hetrai,sespriu,hetraiu,class__regular
moe,monu,mou,class__regular
abri,atru,abru,class__regular
konklui,konpluu,konkluu,class__regular
atinji,atis$u,atinju,class__regular
okulta,okup$,okultu,class__regular
izenta,izitti,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konfensu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,enpriju,emerju,class__regular
transfuji,transuju,transfuju,class__regular
mobilia,mompalu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fuju,fuju,class__regular
adiverti,adizirdu,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konsu,konsumu,class__regular
distrai,des$rtu,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,subu,subu,class__regular
eleje,eleju,eleju,class__regular
influi,infilu,influu,class__regular
hemedi,hempiu,hemedu,class__regular
dezagua,desku,dezaguu,class__regular
inkohe,enkohiu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,he$liu,healisu,class__regular
desidi,disidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amalasu,imajinu,class__regular
lembra,limpru,lembru,class__regular
aproveita,apreutu,aproveitu,class__regular
omiti,$mitu,omitu,class__regular
ensina,ennu,ensinu,class__regular
marka,martu,marku,class__regular
kamiNa,apiniu,kamiNu,class__regular
friji,sirju,friju,class__regular
prokura,pro$tuu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontriuu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,fas,vahu,class__regular
merese,meresu,meresu,class__regular
grita,kridu,gritu,class__regular
xove,xOvu,xovu,class__regular
kativa,ka$$su,kativu,class__regular
viaja,faxu,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,puuu,pulu,class__regular
akompaNa,etempu,akompaNu,class__regular
dividi,dizidu,dividu,class__regular
aguarda,agispru,aguardu,class__regular
zoa,zou,zou,class__regular
xega,xEgu,xegu,class__regular
buli,pulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,ajudu,ajudu,class__regular
dansa,darsu,dansu,class__regular
enkontra,enkondu,enkontru,class__regular
buska,guspu,busku,class__regular
inisia,inseiu,inisiu,class__regular
enxe,eneju,enxu,class__regular
oferese,eserfenu,oferesu,class__regular
adikiri,aguratu,adikiru,class__regular
bebe,be$u,bebu,class__regular
aprezentar,atreterevu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,parisu,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kaiu,kazu,class__regular
julga,jOgu,julgu,class__regular
hi,sexu,hiu,class__regular
inklui,intulu,inkluu,class__regular
afliji,$ajiju,afliju,class__regular
kontravi,kontravu,kontravu,class__regular
mohe,moseu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,vasu,jazu,class__regular
denfende,tespenzu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,$idu,sakudu,class__regular
aprende,apretezu,aprendu,class__regular
kompartiLa,komprapanu,kompartiLu,class__regular
entende,entendu,entendu,class__regular
deixa,deiu,deixu,class__regular
deslingua,deskoltu,deslinguu,class__regular
lambuza,limbru,lambuzu,class__regular
akontese,etenpriu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fidu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,esfaru,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,finju,finju,class__regular
axa,axu,axu,class__regular
aviza,avizu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,asirtu,asistu,class__regular
eduka,etugu,eduku,class__regular
ama,mau,amu,class__regular
akaba,akapu,akabu,class__regular
diskuti,diskupu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,kartiru,garantu,class__regular
preukupa,propiruu,preukupu,class__regular
manda,mantu,mandu,class__regular
partisipa,pra$$stu,partisipu,class__regular
dijeri,dixiru,dijiru,class__seguir
persegi,perkiuu,persigu,class__seguir
espeli,esepu,espilu,class__seguir
servi,ses$u,sirvu,class__seguir
preveni,prefenu,previnu,class__seguir
agredi,adridu,agridu,class__seguir
progredi,prog$$tu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompinu,kompitu,class__seguir
diverti,dizitru,divirtu,class__seguir
transgredi,tratraz$,transgridu,class__seguir
sujeri,sisuru,sujiru,class__seguir
aderi,atri,adiru,class__seguir
preferi,prefiru,prefiru,class__seguir
feri,fEru,firu,class__seguir
regredi,tritruu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konti,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,inviru,injiru,class__seguir
konferi,konfaru,konfiru,class__seguir
vesti,fErdu,vistu,class__seguir
aferi,asiru,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvirju,konvirju,class__seguir
hepeti,hepEtu,hepitu,class__seguir
entrete,entrenu,entreteNu,class__ter
dete,desu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,opiru,obiteNu,class__ter
mante,manteNu,manteNu,class__ter
abiste,agisteu,abisteNu,class__ter
hete,hete,heteNu,class__ter
te,te,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,aneu,ateNu,class__ter
headekua,heekEtuu,headEkuu,class__testar
komesa,kom$iu,komEsu,class__testar
adekua,agaidu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pEku,pEgu,class__testar
kompleta,kompaku,komplEtu,class__testar
infekita,infat$,infEkitu,class__testar
espresa,estre$u,esprEsu,class__testar
detesta,despri,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konfarsu,konvErsu,class__testar
obiserva,bes$$su,obisErvu,class__testar
protesta,prentusu,protEstu,class__testar
espera,espriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entrEgu,entrEgu,class__testar
manifesta,aminfasu,manifEstu,class__testar
empresta,ment$$tu,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,intrefixu,interveju,class__ver
anteve,atenzu,anteveju,class__ver
entreve,entrevexu,entreveju,class__ver
ve,vou,veju,class__ver
heve,hefeju,heveju,class__ver
dezavi,dezizu,dezaveNu,class__vir
sobrevi,tov$r$u,sobreveNu,class__vir
obivi,opuzu,obiveNu,class__vir
hevi,heveju,heveNu,class__vir
vi,fu,veNu,class__vir
adivi,adivu,adiveNu,class__vir
deskonvi,des$$$zu,deskonveNu,class__vir
avi,avi,aveNu,class__vir
hekonvi,hekohsu,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
