infinitive,predicted,target,class
odia,$ruu,odeiu,class__ansiar
media,matiu,medeiu,class__ansiar
hemedia,hemedeiu,hemedeiu,class__ansiar
sortea,sotreiu,sorteiu,class__ansiar
intermedia,atrenteitu,intermedeiu,class__ansiar
insendia,intenseiu,insendeiu,class__ansiar
pleitea,pe$ixi,pleiteiu,class__ansiar
ansia,ansu,anseiu,class__ansiar
pasea,patesu,paseiu,class__ansiar
soka,sOku,sOku,class__botar
heboka,hekubu,hebOku,class__botar
nota,non,nOtu,class__botar
boia,bu,bOiu,class__botar
koloka,kOxpu,kolOku,class__botar
oLa,$uu,OLu,class__botar
korta,kontru,kOrtu,class__botar
akorda,akOrtu,akOrdu,class__botar
kosa,kosu,kOsu,class__botar
aumosa,emusu,aumOsu,class__botar
gosta,kostou,gOstu,class__botar
volta,vul,vOltu,class__botar
joga,jugu,jOgu,class__botar
mostra,mosstu,mOstru,class__botar
troka,trupu,trOku,class__botar
foka,hOku,fOku,class__botar
xora,xOr,xOru,class__botar
tosta,tostu,tOstu,class__botar
entorta,entrEku,entOrtu,class__botar
hetorna,sentutu,hetOrnu,class__botar
bota,bOtu,bOtu,class__botar
torna,trru,tOrnu,class__botar
informa,inustu,infOrmu,class__botar
enkosta,enkOstu,enkOstu,class__botar
toka,tOku,tOku,class__botar
ora,$$u,Oru,class__botar
mora,mOru,mOru,class__botar
posta,postu,pOstu,class__botar
hekorta,hekOrtu,hekOrtu,class__botar
toma,tomu,tOmu,class__botar
kobri,kondu,kubru,class__cobrir
tosi,tosu,tusu,class__cobrir
engoli,enkulu,engulu,class__cobrir
deskobri,deskrugu,deskubru,class__cobrir
enkobri,enkuttu,enkubru,class__cobrir
hekobri,heguttu,hekubru,class__cobrir
sorti,surtu,surtu,class__cobrir
dize,dizu,digu,class__dizer
hedize,hezedu,hedigu,class__dizer
desdize,des$tsu,desdigu,class__dizer
entredize,entretesu,entredigu,class__dizer
interdize,intrekezu,interdigu,class__dizer
kondize,kondisu,kondigu,class__dizer
kontradize,kontrasezu,kontradigu,class__dizer
despraze,destendu,desprasu,class__fazer
faze,fasu,fasu,class__fazer
adijaze,adefasu,adijasu,class__fazer
putrefaze,perses$su,putrefasu,class__fazer
benfaze,besfasu,benfasu,class__fazer
perfaze,pervesu,perfasu,class__fazer
satisfaze,sarazisu,satisfasu,class__fazer
insatisfaze,in$$$esfasu,insatisfasu,class__fazer
likefaze,akuhavu,likefasu,class__fazer
transfaze,transfasu,transfasu,class__fazer
kontrafaze,kentravasu,kontrafasu,class__fazer
tohefaze,sof$$asu,tohefasu,class__fazer
harefaze,heass$,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,imfasu,maufasu,class__fazer
kre,t$$u,kreiu,class__ler
tresle,trenviu,treleiu,class__ler
le,,leiu,class__ler
hele,hexi,heleiu,class__ler
deskre,destru,deskreiu,class__ler
desmenti,despennu,desmintu,class__mentir
konsenti,kontensu,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,prenesu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,asintu,asintu,class__mentir
hesenti,hesentu,hesintu,class__mentir
persenti,pers$ru,persintu,class__mentir
entreouvi,entrovu,entreousu,class__none
reouvi,enfuu,reousu,class__none
pari,paru,pairu,class__none
perde,perteNu,perku,class__none
hekere,hetetu,hekEru,class__none
traze,trasu,tragu,class__none
desda,desdu,dEsdu,class__none
kabe,kabu,kaibu,class__none
da,deu,dou,class__none
ekivale,akulfau,ekivaLu,class__none
sabe,saku,sei,class__none
idea,ideiu,ideiu,class__none
esta,estu,estou,class__none
prove,prevo,proveNu,class__none
sobresta,sud$atru,sobrestou,class__none
kere,kreiu,kEru,class__none
entrekere,entrenedu,entrekEru,class__none
pode,pot,pOsu,class__none
estrea,estreiu,estrEiu,class__none
ouvi,ovuu,ousu,class__none
dezimpedi,despengu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,despitu,despEsu,class__pedir
impedi,imidu,impEsu,class__pedir
pedi,pE$u,pEsu,class__pedir
espedi,espitu,espEsu,class__pedir
desmedi,desenbu,desmEsu,class__pedir
predispo,pretud$u,predispoNu,class__por
indispo,intingu,indispoNu,class__por
dezapo,desenu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,pou,poNu,class__por
kontrapo,kontrenu,kontrapoNu,class__por
pospo,pomsu,pospoNu,class__por
dispo,dispu,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,trentru,transpoNu,class__por
espo,estu,espoNu,class__por
interpo,intremu,interpoNu,class__por
hedispo,hedetiu,hedispoNu,class__por
antepo,antenu,antepoNu,class__por
deskompo,despuptu,deskompoNu,class__por
justapo,subintu,justapoNu,class__por
trespo,trentu,trespoNu,class__por
dekompo,te$pupu,dekompoNu,class__por
supo,sup,supoNu,class__por
presupo,pre$utu,presupoNu,class__por
hekompo,hekuppu,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,pro$utu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,dempu,depoNu,class__por
impo,$mimu,impoNu,class__por
superpo,sumtenpu,superpoNu,class__por
sofre,sossu,sofru,class__regular
disouve,dusfinu,disouvu,class__regular
kohiji,koxixu,kohiju,class__regular
envouve,envu,envouvu,class__regular
mexe,mexu,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presisu,presizu,class__regular
analiza,an$xasu,analisu,class__regular
eriji,irxu,eriju,class__regular
hompe,hompiNu,hompu,class__regular
konvida,konviru,konvidu,class__regular
planta,pandu,plantu,class__regular
levanta,xamtru,levantu,class__regular
fala,xauu,falu,class__regular
anda,attu,andu,class__regular
kumpri,kumtru,kumpru,class__regular
konjuga,konguju,konjugu,class__regular
xama,lanu,xamu,class__regular
murxa,musru,murxu,class__regular
eskreve,eskrev,eskrevu,class__regular
kontinua,kontriiu,kontinuu,class__regular
krese,krevi,kresu,class__regular
ezerse,ezestu,ezersu,class__regular
liga,iju,ligu,class__regular
brinka,pratu,brinku,class__regular
trabaLa,traatu,trabaLu,class__regular
subimete,tenxenpu,subimetu,class__regular
hespeita,hep$rEtu,hespeitu,class__regular
vende,vendu,vendu,class__regular
sede,setu,sedu,class__regular
agradese,adaratu,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,fu,vou,class__regular
nada,ntiu,nadu,class__regular
para,paru,paru,class__regular
kome,kOmu,komu,class__regular
permiti,pentiiu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,dese,desu,class__regular
beija,beiju,beiju,class__regular
kohe,kohiu,kohu,class__regular
permanese,pensensu,permanesu,class__regular
uza,$usu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,kompernetu,kompreendu,class__regular
dezisti,des$tuu,dezistu,class__regular
aparese,apraasu,aparesu,class__regular
envia,envu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,emprupu,imprimu,class__regular
imerji,en$$xu,imerju,class__regular
subimerji,tomfu,subimerju,class__regular
benze,penzu,benzu,class__regular
gaNa,kanu,gaNu,class__regular
aseita,aseatu,aseitu,class__regular
konfuji,konvuxu,konfuju,class__regular
segura,sekutu,seguru,class__regular
suspende,somprevinu,suspendu,class__regular
junta,xundu,juntu,class__regular
kohompe,kompohu,kohompu,class__regular
atrai,atra$u,atraiu,class__regular
kultiva,komfasu,kultivu,class__regular
eskuta,engutu,eskutu,class__regular
mata,matu,matu,class__regular
paga,pagu,pagu,class__regular
sai,seiu,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,esko,eskoLu,class__regular
asende,esendu,asendu,class__regular
esvai,esfiu,esvaiu,class__regular
destrui,destriuu,destruu,class__regular
dormi,tuntu,durmu,class__regular
okohe,opoevu,okohu,class__regular
diriji,dirisu,diriju,class__regular
muda,mutu,mudu,class__regular
esprimi,entubiu,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,traiu,traiu,class__regular
mingua,matubu,minguu,class__regular
desmobilia,tompufituu,desmobiliu,class__regular
sohi,soxu,sohiu,class__regular
perverte,perse$tu,pervertu,class__regular
preklui,prepulu,prekluu,class__regular
kontrai,kontraiu,kontraiu,class__regular
estingi,eskridu,estingu,class__regular
desprekave,deskrefatu,desprekavu,class__regular
televe,peseju,televu,class__regular
entupi,enkupu,entupu,class__regular
deskalsa,desat$uu,deskalsu,class__regular
gasta,gatasu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,konzu,kuspu,class__regular
pretende,pertentu,pretendu,class__regular
deve,dezu,devu,class__regular
enkamiNa,enkumaNu,enkamiNu,class__regular
atribui,atritiu,atribuu,class__regular
estuda,estruu,istudu,class__regular
sauva,saviu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,esplEsu,espulsu,class__regular
hevolve,sexuv,hevolvu,class__regular
enxuga,enzuku,enxugu,class__regular
despoli,despilu,despolu,class__regular
eskapuli,eskipuu,eskapulu,class__regular
hetrai,hetreiu,hetraiu,class__regular
moe,mo,mou,class__regular
abri,apru,abru,class__regular
konklui,kongulu,konkluu,class__regular
atinji,atis$u,atinju,class__regular
okulta,okOltu,okultu,class__regular
izenta,is$atu,izentu,class__regular
limpa,lempu,limpu,class__regular
konvense,konsesu,konvensu,class__regular
heda,hegeiu,hedu,class__regular
emerji,enpixu,emerju,class__regular
transfuji,tranuv$u,transfuju,class__regular
mobilia,pi$litu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fuju,fuju,class__regular
adiverti,adivEru,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,kon$u,konsumu,class__regular
distrai,destriiu,distraiu,class__regular
akudi,agutu,akudu,class__regular
subi,subu,subu,class__regular
eleje,elexu,eleju,class__regular
