infinitive,predicted,target,class
odia,$tuu,odeiu,class__ansiar
media,medeiu,medeiu,class__ansiar
hemedia,hemeti,hemedeiu,class__ansiar
sortea,sotreiu,sorteiu,class__ansiar
intermedia,entenkenuu,intermedeiu,class__ansiar
insendia,insenedu,insendeiu,class__ansiar
pleitea,pe$keiu,pleiteiu,class__ansiar
ansia,anasu,anseiu,class__ansiar
pasea,pareiu,paseiu,class__ansiar
soka,sOku,sOku,class__botar
heboka,hepupu,hebOku,class__botar
nota,nOru,nOtu,class__botar
boia,bO,bOiu,class__botar
koloka,kolpu,kolOku,class__botar
oLa,o,OLu,class__botar
korta,kortu,kOrtu,class__botar
akorda,akurtu,akOrdu,class__botar
kosa,kOsu,kOsu,class__botar
aumosa,emus$u,aumOsu,class__botar
gosta,gostu,gOstu,class__botar
volta,juv$u,vOltu,class__botar
joga,jugu,jOgu,class__botar
mostra,purteNu,mOstru,class__botar
troka,tOttu,trOku,class__botar
foka,fOku,fOku,class__botar
xora,xOru,xOru,class__botar
tosta,tustu,tOstu,class__botar
entorta,entrEku,entOrtu,class__botar
hetorna,senpruu,hetOrnu,class__botar
bota,bOsu,bOtu,class__botar
torna,trO,tOrnu,class__botar
informa,infEru,infOrmu,class__botar
enkosta,enkOstu,enkOstu,class__botar
toka,tOku,tOku,class__botar
ora,Oru,Oru,class__botar
mora,mOru,mOru,class__botar
posta,postu,pOstu,class__botar
hekorta,hekOrtu,hekOrtu,class__botar
toma,tomu,tOmu,class__botar
kobri,kondu,kubru,class__cobrir
tosi,tusu,tusu,class__cobrir
engoli,etkulu,engulu,class__cobrir
deskobri,desprkuu,deskubru,class__cobrir
enkobri,enkopru,enkubru,class__cobrir
hekobri,hepOttu,hekubru,class__cobrir
sorti,sutru,surtu,class__cobrir
dize,dEsu,digu,class__dizer
hedize,hedetu,hedigu,class__dizer
desdize,dest$fu,desdigu,class__dizer
entredize,entretezu,entredigu,class__dizer
interdize,intrezezu,interdigu,class__dizer
kondize,kons$su,kondigu,class__dizer
kontradize,kontravatu,kontradigu,class__dizer
despraze,destrevu,desprasu,class__fazer
faze,fasu,fasu,class__fazer
adijaze,adivasu,adijasu,class__fazer
putrefaze,pondissu,putrefasu,class__fazer
benfaze,besfasu,benfasu,class__fazer
perfaze,perfesu,perfasu,class__fazer
satisfaze,sasisisu,satisfasu,class__fazer
insatisfaze,ensentefasu,insatisfasu,class__fazer
likefaze,amajezuu,likefasu,class__fazer
transfaze,transsazu,transfasu,class__fazer
kontrafaze,kontravasu,kontrafasu,class__fazer
tohefaze,se$pefu,tohefasu,class__fazer
harefaze,saassazu,harefasu,class__fazer
esfaze,esfanu,esfasu,class__fazer
maufaze,amusfaxu,maufasu,class__fazer
kre,kreu,kreiu,class__ler
tresle,trese$u,treleiu,class__ler
le,$eu,leiu,class__ler
hele,hele,heleiu,class__ler
deskre,destriu,deskreiu,class__ler
desmenti,desumnu,desmintu,class__mentir
konsenti,konsintu,konsintu,class__mentir
senti,sintu,sintu,class__mentir
presenti,pren$$u,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,ansamu,asintu,class__mentir
hesenti,hesteiu,hesintu,class__mentir
persenti,persentu,persintu,class__mentir
entreouvi,entroviuu,entreousu,class__none
reouvi,er$uju,reousu,class__none
pari,paru,pairu,class__none
perde,perteuu,perku,class__none
hekere,hetetu,hekEru,class__none
traze,trasu,tragu,class__none
desda,destu,dEsdu,class__none
kabe,kabu,kaibu,class__none
da,ti,dou,class__none
ekivale,eteleju,ekivaLu,class__none
sabe,saku,sei,class__none
idea,adeiu,ideiu,class__none
esta,estu,estou,class__none
prove,provu,proveNu,class__none
sobresta,desprEsu,sobrestou,class__none
kere,katu,kEru,class__none
entrekere,entremet$u,entrekEru,class__none
pode,pobu,pOsu,class__none
estrea,estreiu,estrEiu,class__none
ouvi,osuvu,ousu,class__none
dezimpedi,despumpu,dezimpEsu,class__pedir
medi,metu,mEsu,class__pedir
despedi,desp$$u,despEsu,class__pedir
impedi,emid$u,impEsu,class__pedir
pedi,pEtu,pEsu,class__pedir
espedi,espidu,espEsu,class__pedir
desmedi,despinu,desmEsu,class__pedir
predispo,pretustu,predispoNu,class__por
indispo,intittu,indispoNu,class__por
dezapo,desku,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,poNu,poNu,class__por
kontrapo,kontrenu,kontrapoNu,class__por
pospo,popu,pospoNu,class__por
dispo,despu,dispoNu,class__por
